index,GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
315,HRH_25,Pharmaceutical personnel density (per 1000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/320,,,,PUBLISHED,Published,,2009,2009,,EUR,2009,2009,Europe,,,,,TUR,Turkey,,0.354,0.35400,,,,,Includes Pharmacists</br> Data Source: Ministry of Health
316,HRH_19,Number of pharmaceutical personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,1975,1975,,EUR,1975,1975,Europe,,,,,TUR,Turkey,,7002,7002.00000,,,,,Includes Pharmacists</br> Data Source: Ministry of Health
317,HRH_19,Number of pharmaceutical personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,1985,1985,,EUR,1985,1985,Europe,,,,,TUR,Turkey,,11602,11602.00000,,,,,Includes Pharmacists</br> Data Source: Ministry of Health
318,HRH_19,Number of pharmaceutical personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,1976,1976,,EUR,1976,1976,Europe,,,,,TUR,Turkey,,7828,7828.00000,,,,,Includes Pharmacists</br> Data Source: Ministry of Health
319,HRH_19,Number of pharmaceutical personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,1977,1977,,EUR,1977,1977,Europe,,,,,TUR,Turkey,,10572,10572.00000,,,,,Includes Pharmacists</br> Data Source: Ministry of Health
320,HRH_19,Number of pharmaceutical personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,1980,1980,,EUR,1980,1980,Europe,,,,,TUR,Turkey,,12059,12059.00000,,,,,Includes Pharmacists</br> Data Source: Ministry of Health
321,HRH_19,Number of pharmaceutical personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,1981,1981,,EUR,1981,1981,Europe,,,,,TUR,Turkey,,11610,11610.00000,,,,,Includes Pharmacists</br> Data Source: Ministry of Health
322,HRH_19,Number of pharmaceutical personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,1982,1982,,EUR,1982,1982,Europe,,,,,TUR,Turkey,,11428,11428.00000,,,,,Includes Pharmacists</br> Data Source: Ministry of Health
323,HRH_19,Number of pharmaceutical personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,1983,1983,,EUR,1983,1983,Europe,,,,,TUR,Turkey,,11527,11527.00000,,,,,Includes Pharmacists</br> Data Source: Ministry of Health
324,HRH_19,Number of pharmaceutical personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,1987,1987,,EUR,1987,1987,Europe,,,,,TUR,Turkey,,13668,13668.00000,,,,,Includes Pharmacists</br> Data Source: Ministry of Health
325,HRH_21,Number of dentistry personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,1993,1993,,EUR,1993,1993,Europe,,,,,TUR,Turkey,,11069,11069.00000,,,,,Includes Dentists</br> Data Source: Ministry of Health
326,HRH_21,Number of dentistry personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,1994,1994,,EUR,1994,1994,Europe,,,,,TUR,Turkey,,11457,11457.00000,,,,,Includes Dentists</br> Data Source: Ministry of Health
327,HRH_21,Number of dentistry personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,1996,1996,,EUR,1996,1996,Europe,,,,,TUR,Turkey,,12406,12406.00000,,,,,Includes Dentists</br> Data Source: Ministry of Health
328,HRH_21,Number of dentistry personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,1990,1990,,EUR,1990,1990,Europe,,,,,TUR,Turkey,,10514,10514.00000,,,,,Includes Dentists</br> Data Source: Ministry of Health
329,HRH_21,Number of dentistry personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,1980,1980,,EUR,1980,1980,Europe,,,,,TUR,Turkey,,7077,7077.00000,,,,,Includes Dentists</br> Data Source: Ministry of Health
330,HRH_21,Number of dentistry personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,1981,1981,,EUR,1981,1981,Europe,,,,,TUR,Turkey,,6790,6790.00000,,,,,Includes Dentists</br> Data Source: Ministry of Health
331,HRH_21,Number of dentistry personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,1983,1983,,EUR,1983,1983,Europe,,,,,TUR,Turkey,,7763,7763.00000,,,,,Includes Dentists</br> Data Source: Ministry of Health
332,HRH_21,Number of dentistry personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,1982,1982,,EUR,1982,1982,Europe,,,,,TUR,Turkey,,7625,7625.00000,,,,,Includes Dentists</br> Data Source: Ministry of Health
333,MEDS5010700,Website of the formal Medicines Regulatory Authority,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2252,,,,PUBLISHED,Published,,2011,2011,,EUR,2011,2011,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,Yes,0.00000,,,,,
334,MEDS5030200,Inspectors are allowed to inspect premises where pharmaceutical activities are performed,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2281,,,,PUBLISHED,Published,,2003,2003,,EUR,2003,2003,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,Yes,0.00000,,,,,
335,MEDS6010103,Pregnant women receive free medicines,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2294,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,Yes,0.00000,,,,,
336,MEDS6010300,Social (health) fund is providing at least partial medicine coverage,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2296,,,,PUBLISHED,Published,,2007,2007,,EUR,2007,2007,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,Yes,0.00000,,,,,
337,MEDS8030400,Substitution of generic equivalents at the point of dispensing in public sector facilities is allowed,,,,,PUBLISHED,Published,,2007,2007,,EUR,2007,2007,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,Yes,0.00000,,,,,
338,ODA_2,"Commitments to recipient countries (Million, constant 2009 US$)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3253,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,92.26,92.26000,,,,,
339,ODA_2,"Commitments to recipient countries (Million, constant 2009 US$)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3253,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,1.96,1.96000,,,,,
340,ODA_4,"Disbursements to recipient countries (Million, constant 2009 US$)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3252,,,,PUBLISHED,Published,,2001,2001,,EUR,2001,2001,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,1.28,1.28000,,,,,
341,ODA_4,"Disbursements to recipient countries (Million, constant 2009 US$)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3252,,,,PUBLISHED,Published,,2003,2003,,EUR,2003,2003,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,2.31,2.31000,,,,,
342,ODA_4,"Disbursements to recipient countries (Million, constant 2009 US$)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3252,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,4.39,4.39000,,,,,
343,ODA_2,"Commitments to recipient countries (Million, constant 2009 US$)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3253,,,,PUBLISHED,Published,,2009,2009,,EUR,2009,2009,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,16.72,16.72000,,,,,
344,HRH_09,Number of other health workers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,1970,1970,,EUR,1970,1970,Europe,,,,,TUR,Turkey,,9954,9954.00000,,,,,
345,HRH_09,Number of other health workers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,1977,1977,,EUR,1977,1977,Europe,,,,,TUR,Turkey,,11183,11183.00000,,,,,
346,HRH_09,Number of other health workers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,1979,1979,,EUR,1979,1979,Europe,,,,,TUR,Turkey,,11606,11606.00000,,,,,
347,HRH_09,Number of other health workers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,1984,1984,,EUR,1984,1984,Europe,,,,,TUR,Turkey,,10456,10456.00000,,,,,
348,HRH_09,Number of other health workers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,1986,1986,,EUR,1986,1986,Europe,,,,,TUR,Turkey,,11684,11684.00000,,,,,
349,HRH_09,Number of other health workers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,1988,1988,,EUR,1988,1988,Europe,,,,,TUR,Turkey,,18831,18831.00000,,,,,
350,HRH_09,Number of other health workers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,1993,1993,,EUR,1993,1993,Europe,,,,,TUR,Turkey,,28776,28776.00000,,,,,
351,HRH_09,Number of other health workers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,1995,1995,,EUR,1995,1995,Europe,,,,,TUR,Turkey,,34342,34342.00000,,,,,
352,HRH_09,Number of other health workers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,,,,TUR,Turkey,,50106,50106.00000,,,,,
353,HRH_09,Number of other health workers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,2004,2004,,EUR,2004,2004,Europe,,,,,TUR,Turkey,,60959,60959.00000,,,,,
354,HRH_09,Number of other health workers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,2009,2009,,EUR,2009,2009,Europe,,,,,TUR,Turkey,,93550,93550.00000,,,,,
355,HRH_09,Number of other health workers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,2011,2011,,EUR,2011,2011,Europe,,,,,TUR,Turkey,,110862,110862.00000,,,,,
356,HRH_01,Number of nursing personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/102,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,,,,TUR,Turkey,,40720,40720.00000,,,,,
357,HRH_01,Number of nursing personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/102,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,,,,TUR,Turkey,,36060,36060.00000,,,,,
358,HRH_08,Number of radiographers,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/103,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,,,,TUR,Turkey,,2360,2360.00000,,,,,
359,HRH_04,Number of pharmacists,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,,,,TUR,Turkey,,2140,2140.00000,,,,,
360,HRH_03,Number of midwifery personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/102,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,,,,TUR,Turkey,,200,200.00000,,,,,
361,HRH_17,Number of medical assistants,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4547,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,,,,TUR,Turkey,,21220,21220.00000,,,,,
362,HRH_01,Number of nursing personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/102,,,,PUBLISHED,Published,,2012,2012,,EUR,2012,2012,Europe,,,,,TUR,Turkey,,188372,188372.00000,,,,,
363,HRH_01,Number of nursing personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/102,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,,,,TUR,Turkey,,82626,82626.00000,,,,,
364,HRH_01,Number of nursing personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/102,,,,PUBLISHED,Published,,2008,2008,,EUR,2008,2008,Europe,,,,,TUR,Turkey,,99910,99910.00000,,,,,
365,HRH_01,Number of nursing personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/102,,,,PUBLISHED,Published,,1987,1987,,EUR,1987,1987,Europe,,,,,TUR,Turkey,,34855,34855.00000,,,,,
366,HRH_01,Number of nursing personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/102,,,,PUBLISHED,Published,,1970,1970,,EUR,1970,1970,Europe,,,,,TUR,Turkey,,8796,8796.00000,,,,,
367,HRH_01,Number of nursing personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/102,,,,PUBLISHED,Published,,1972,1972,,EUR,1972,1972,Europe,,,,,TUR,Turkey,,11358,11358.00000,,,,,
368,HRH_02,Number of physicians,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/104,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,,,,TUR,Turkey,,91949,91949.00000,,,,,Includes Physicians</br> Data Source: Ministry of Health
369,HRH_02,Number of physicians,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/104,,,,PUBLISHED,Published,,1995,1995,,EUR,1995,1995,Europe,,,,,TUR,Turkey,,69349,69349.00000,,,,,Includes Physicians</br> Data Source: Ministry of Health
370,HRH_02,Number of physicians,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/104,,,,PUBLISHED,Published,,1985,1985,,EUR,1985,1985,Europe,,,,,TUR,Turkey,,36427,36427.00000,,,,,Includes Physicians</br> Data Source: Ministry of Health
371,HRH_02,Number of physicians,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/104,,,,PUBLISHED,Published,,1994,1994,,EUR,1994,1994,Europe,,,,,TUR,Turkey,,65832,65832.00000,,,,,Includes Physicians</br> Data Source: Ministry of Health
372,HRH_02,Number of physicians,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/104,,,,PUBLISHED,Published,,1982,1982,,EUR,1982,1982,Europe,,,,,TUR,Turkey,,30956,30956.00000,,,,,Includes Physicians</br> Data Source: Ministry of Health
373,HRH_02,Number of physicians,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/104,,,,PUBLISHED,Published,,1976,1976,,EUR,1976,1976,Europe,,,,,TUR,Turkey,,23388,23388.00000,,,,,Includes Physicians</br> Data Source: Ministry of Health
374,HRH_02,Number of physicians,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/104,,,,PUBLISHED,Published,,1980,1980,,EUR,1980,1980,Europe,,,,,TUR,Turkey,,27241,27241.00000,,,,,Includes Physicians</br> Data Source: Ministry of Health
375,HRH_02,Number of physicians,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/104,,,,PUBLISHED,Published,,1988,1988,,EUR,1988,1988,Europe,,,,,TUR,Turkey,,42502,42502.00000,,,,,Includes Physicians</br> Data Source: Ministry of Health
376,HRH_02,Number of physicians,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/104,,,,PUBLISHED,Published,,2005,2005,,EUR,2005,2005,Europe,,,,,TUR,Turkey,,100853,100853.00000,,,,,Includes Physicians</br> Data Source: Ministry of Health
377,HRH_02,Number of physicians,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/104,,,,PUBLISHED,Published,,2009,2009,,EUR,2009,2009,Europe,,,,,TUR,Turkey,,118641,118641.00000,,,,,Includes Physicians</br> Data Source: Ministry of Health
378,HRH_03,Number of midwifery personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/102,,,,PUBLISHED,Published,,2013,2013,,EUR,2013,2013,Europe,,,,,TUR,Turkey,,53427,53427.00000,,,,,
379,HRH_03,Number of midwifery personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/102,,,,PUBLISHED,Published,,1970,1970,,EUR,1970,1970,Europe,,,,,TUR,Turkey,,11321,11321.00000,,,,,
380,HRH_03,Number of midwifery personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/102,,,,PUBLISHED,Published,,1972,1972,,EUR,1972,1972,Europe,,,,,TUR,Turkey,,13056,13056.00000,,,,,
381,HRH_03,Number of midwifery personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/102,,,,PUBLISHED,Published,,1979,1979,,EUR,1979,1979,Europe,,,,,TUR,Turkey,,15904,15904.00000,,,,,
382,HRH_03,Number of midwifery personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/102,,,,PUBLISHED,Published,,1992,1992,,EUR,1992,1992,Europe,,,,,TUR,Turkey,,35096,35096.00000,,,,,
383,HRH_03,Number of midwifery personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/102,,,,PUBLISHED,Published,,1984,1984,,EUR,1984,1984,Europe,,,,,TUR,Turkey,,15536,15536.00000,,,,,
384,HRH_03,Number of midwifery personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/102,,,,PUBLISHED,Published,,2004,2004,,EUR,2004,2004,Europe,,,,,TUR,Turkey,,43229,43229.00000,,,,,
385,HRH_03,Number of midwifery personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/102,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,,,,TUR,Turkey,,44483,44483.00000,,,,,
386,HRH_03,Number of midwifery personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/102,,,,PUBLISHED,Published,,2012,2012,,EUR,2012,2012,Europe,,,,,TUR,Turkey,,53466,53466.00000,,,,,
387,HRH_03,Number of midwifery personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/102,,,,PUBLISHED,Published,,1994,1994,,EUR,1994,1994,Europe,,,,,TUR,Turkey,,35604,35604.00000,,,,,
388,HRH_03,Number of midwifery personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/102,,,,PUBLISHED,Published,,1996,1996,,EUR,1996,1996,Europe,,,,,TUR,Turkey,,38945,38945.00000,,,,,
389,HRH_04,Number of pharmacists,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,2012,2012,,EUR,2012,2012,Europe,,,,,TUR,Turkey,,26571,26571.00000,,,,,
390,HRH_04,Number of pharmacists,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,1982,1982,,EUR,1982,1982,Europe,,,,,TUR,Turkey,,11428,11428.00000,,,,,
391,HRH_04,Number of pharmacists,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,1984,1984,,EUR,1984,1984,Europe,,,,,TUR,Turkey,,11586,11586.00000,,,,,
392,HRH_04,Number of pharmacists,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,1979,1979,,EUR,1979,1979,Europe,,,,,TUR,Turkey,,11865,11865.00000,,,,,
393,HRH_04,Number of pharmacists,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,1971,1971,,EUR,1971,1971,Europe,,,,,TUR,Turkey,,3477,3477.00000,,,,,
394,HRH_04,Number of pharmacists,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,1973,1973,,EUR,1973,1973,Europe,,,,,TUR,Turkey,,4781,4781.00000,,,,,
395,HRH_04,Number of pharmacists,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,2015,2015,,EUR,2015,2015,Europe,,,,,TUR,Turkey,,27530,27530.00000,,,,,
396,HRH_04,Number of pharmacists,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,2004,2004,,EUR,2004,2004,Europe,,,,,TUR,Turkey,,22608,22608.00000,,,,,
397,HRH_01,Number of nursing personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/102,,,,PUBLISHED,Published,,2013,2013,,EUR,2013,2013,Europe,,,,,TUR,Turkey,,192971,192971.00000,,,,,
398,HRH_01,Number of nursing personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/102,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,,,,TUR,Turkey,,165115,165115.00000,,,,,
399,HRH_01,Number of nursing personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/102,,,,PUBLISHED,Published,,1999,1999,,EUR,1999,1999,Europe,,,,,TUR,Turkey,,70270,70270.00000,,,,,
400,HRH_01,Number of nursing personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/102,,,,PUBLISHED,Published,,2001,2001,,EUR,2001,2001,Europe,,,,,TUR,Turkey,,72607,72607.00000,,,,,
401,HRH_01,Number of nursing personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/102,,,,PUBLISHED,Published,,2007,2007,,EUR,2007,2007,Europe,,,,,TUR,Turkey,,94661,94661.00000,,,,,
402,HRH_01,Number of nursing personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/102,,,,PUBLISHED,Published,,1977,1977,,EUR,1977,1977,Europe,,,,,TUR,Turkey,,19859,19859.00000,,,,,
403,HRH_01,Number of nursing personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/102,,,,PUBLISHED,Published,,1991,1991,,EUR,1991,1991,Europe,,,,,TUR,Turkey,,47540,47540.00000,,,,,
404,HRH_01,Number of nursing personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/102,,,,PUBLISHED,Published,,1992,1992,,EUR,1992,1992,Europe,,,,,TUR,Turkey,,50456,50456.00000,,,,,
405,HRH_04,Number of pharmacists,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,1995,1995,,EUR,1995,1995,Europe,,,,,TUR,Turkey,,19090,19090.00000,,,,,
406,HRH_04,Number of pharmacists,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,1990,1990,,EUR,1990,1990,Europe,,,,,TUR,Turkey,,15792,15792.00000,,,,,
407,HRH_04,Number of pharmacists,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,,,,TUR,Turkey,,22289,22289.00000,,,,,
408,HRH_04,Number of pharmacists,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,,,,TUR,Turkey,,21927,21927.00000,,,,,
409,HRH_15,Number of dentists,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/101,,,,PUBLISHED,Published,,1995,1995,,EUR,1995,1995,Europe,,,,,TUR,Turkey,,11717,11717.00000,,,,,
410,HRH_15,Number of dentists,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/101,,,,PUBLISHED,Published,,1999,1999,,EUR,1999,1999,Europe,,,,,TUR,Turkey,,14226,14226.00000,,,,,
411,HRH_15,Number of dentists,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/101,,,,PUBLISHED,Published,,2008,2008,,EUR,2008,2008,Europe,,,,,TUR,Turkey,,19959,19959.00000,,,,,
412,HRH_15,Number of dentists,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/101,,,,PUBLISHED,Published,,2010,2010,,EUR,2010,2010,Europe,,,,,TUR,Turkey,,21432,21432.00000,,,,,
413,HRH_15,Number of dentists,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/101,,,,PUBLISHED,Published,,2015,2015,,EUR,2015,2015,Europe,,,,,TUR,Turkey,,24834,24834.00000,,,,,
414,HRH_15,Number of dentists,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/101,,,,PUBLISHED,Published,,2013,2013,,EUR,2013,2013,Europe,,,,,TUR,Turkey,,22295,22295.00000,,,,,
415,HRH_15,Number of dentists,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/101,,,,PUBLISHED,Published,,1990,1990,,EUR,1990,1990,Europe,,,,,TUR,Turkey,,10514,10514.00000,,,,,
416,HRH_15,Number of dentists,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/101,,,,PUBLISHED,Published,,1984,1984,,EUR,1984,1984,Europe,,,,,TUR,Turkey,,8133,8133.00000,,,,,
417,HRH_15,Number of dentists,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/101,,,,PUBLISHED,Published,,1982,1982,,EUR,1982,1982,Europe,,,,,TUR,Turkey,,7625,7625.00000,,,,,
418,HRH_15,Number of dentists,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/101,,,,PUBLISHED,Published,,1981,1981,,EUR,1981,1981,Europe,,,,,TUR,Turkey,,6790,6790.00000,,,,,
419,HRH_15,Number of dentists,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/101,,,,PUBLISHED,Published,,1971,1971,,EUR,1971,1971,Europe,,,,,TUR,Turkey,,3517,3517.00000,,,,,
420,HRH_19,Number of pharmaceutical personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,2015,2015,,EUR,2015,2015,Europe,,,,,TUR,Turkey,,27530,27530.00000,,,,,Includes Pharmacist</br> Data Source: Ministry of Health statistics
421,HRH_19,Number of pharmaceutical personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,2007,2007,,EUR,2007,2007,Europe,,,,,TUR,Turkey,,23977,23977.00000,,,,,Includes Pharmacists</br> Data Source: Ministry of Health
422,HRH_19,Number of pharmaceutical personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,2009,2009,,EUR,2009,2009,Europe,,,,,TUR,Turkey,,25201,25201.00000,,,,,Includes Pharmacists</br> Data Source: Ministry of Health
423,HRH_19,Number of pharmaceutical personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,1996,1996,,EUR,1996,1996,Europe,,,,,TUR,Turkey,,19681,19681.00000,,,,,Includes Pharmacists</br> Data Source: Ministry of Health
424,HRH_19,Number of pharmaceutical personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,2003,2003,,EUR,2003,2003,Europe,,,,,TUR,Turkey,,22371,22371.00000,,,,,Includes Pharmacists</br> Data Source: Ministry of Health
425,HRH_19,Number of pharmaceutical personnel,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/319,,,,PUBLISHED,Published,,1997,1997,,EUR,1997,1997,Europe,,,,,TUR,Turkey,,20557,20557.00000,,,,,Includes Pharmacists</br> Data Source: Ministry of Health
