index,GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
254,WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,87,87.00000,,,,,
255,WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2,,,,PUBLISHED,Published,,2001,2001,,EUR,2001,2001,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,91,91.00000,,,,,
256,WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,83,83.00000,,,,,
257,WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2,,,,PUBLISHED,Published,,2003,2003,,EUR,2003,2003,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,75,75.00000,,,,,
258,WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2,,,,PUBLISHED,Published,,2017,2017,,EUR,2017,2017,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,96,96.00000,,,,,
259,WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2,,,,PUBLISHED,Published,,2018,2018,,EUR,2018,2018,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,96,96.00000,,,,,
260,WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/98,,,,PUBLISHED,Published,,1988,1988,,EUR,1988,1988,Europe,,,,,TUR,Turkey,,,,,11,11.00000,,,,,
261,WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/98,,,,PUBLISHED,Published,,1989,1989,,EUR,1989,1989,Europe,,,,,TUR,Turkey,,,,,15,15.00000,,,,,
262,WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/98,,,,PUBLISHED,Published,,1990,1990,,EUR,1990,1990,Europe,,,,,TUR,Turkey,,,,,20,20.00000,,,,,
263,WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/98,,,,PUBLISHED,Published,,1991,1991,,EUR,1991,1991,Europe,,,,,TUR,Turkey,,,,,75,75.00000,,,,,
264,WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/98,,,,PUBLISHED,Published,,2004,2004,,EUR,2004,2004,Europe,,,,,TUR,Turkey,,,,,77,77.00000,,,,,
265,WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/98,,,,PUBLISHED,Published,,2005,2005,,EUR,2005,2005,Europe,,,,,TUR,Turkey,,,,,62,62.00000,,,,,
266,WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/98,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,,,,TUR,Turkey,,,,,68,68.00000,,,,,
267,WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/98,,,,PUBLISHED,Published,,2007,2007,,EUR,2007,2007,Europe,,,,,TUR,Turkey,,,,,70,70.00000,,,,,
268,NUTRITION_HA_2,Prevalence of stunted children aged <5 years   (% height-for-age <-2 SD),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/72,,,,PUBLISHED,Published,,1995,1995,,EUR,1995,1995,Europe,,,,,TUR,Turkey,,BTSX,Both sexes,,,,,,,,"MICS. Multiple indicator cluster survey in Turkey 1995. Ankara: National Bureau of Statistics, 1996 (and additional analysis)..Ministry of Health.. Converted estimate"
269,NUTRITION_HA_2,Prevalence of stunted children aged <5 years   (% height-for-age <-2 SD),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/72,,,,PUBLISHED,Published,,1998,1998,,EUR,1998,1998,Europe,,,,,TUR,Turkey,,BTSX,Both sexes,,18.8,18.84565,,,,,"DHS. Turkish demographic and health survey 1998. Demographic and Health Surveys. Hacettepe University, Institute of Population Studies. Ankara, Turkey, 1999 (and additional analysis)..Hacettepe University, Institute of Population Studies. "
270,NUTRITION_HA_2,Prevalence of stunted children aged <5 years   (% height-for-age <-2 SD),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/72,,,,PUBLISHED,Published,,2003-2004,2003-2004,,EUR,2003,2004,Europe,,,,,TUR,Turkey,,BTSX,Both sexes,,15.2,15.24396,,,,,"DHS. Demographic and health survey, 2003.  Ankara, Turkey: Hacettepe University Institute of Population Studies, MoH General Directorate of Mother and Child Health and Family Planning, State Planning Organization and the EU, 2004 (and additional analysis).Hacettepe University Institute of Population Studies, Turkey.. "
271,NUTRITION_HA_2,Prevalence of stunted children aged <5 years   (% height-for-age <-2 SD),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/72,,,,PUBLISHED,Published,,2008,2008,,EUR,2008,2008,Europe,,,,,TUR,Turkey,,BTSX,Both sexes,,12.5,12.54999,,,,,"DHS. Turkey Demographic and Health Survey 2008. Ankara, Turkey: Institute of Population Studies, Hacettepe University (and additional analysis).Hacettepe University Institute of Population Studies, Ministry of Health General Directorate of Mother and Child Health and Family Planning, T.R. Prime Minister Undersecretary of State Planning Organization and TÜBITAK. "
272,NUTRITION_WH_2,Prevalence of wasted children aged <5 years   (% weight-for-height <-2 SD),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/302,,,,PUBLISHED,Published,,2003-2004,2003-2004,,EUR,2003,2004,Europe,,,,,TUR,Turkey,,BTSX,Both sexes,,1.1,1.05082,,,,,"DHS. Demographic and health survey, 2003.  Ankara, Turkey: Hacettepe University Institute of Population Studies, MoH General Directorate of Mother and Child Health and Family Planning, State Planning Organization and the EU, 2004 (and additional analysis).Hacettepe University Institute of Population Studies, Turkey.. "
273,NUTRITION_WH_2,Prevalence of wasted children aged <5 years   (% weight-for-height <-2 SD),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/302,,,,PUBLISHED,Published,,2008,2008,,EUR,2008,2008,Europe,,,,,TUR,Turkey,,BTSX,Both sexes,,1.0,0.96156,,,,,"DHS. Turkey Demographic and Health Survey 2008. Ankara, Turkey: Institute of Population Studies, Hacettepe University (and additional analysis).Hacettepe University Institute of Population Studies, Ministry of Health General Directorate of Mother and Child Health and Family Planning, T.R. Prime Minister Undersecretary of State Planning Organization and TÜBITAK. "
274,NUTRITION_WH_2,Prevalence of wasted children aged <5 years   (% weight-for-height <-2 SD),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/302,,,,PUBLISHED,Published,,2013-2014,2013-2014,,EUR,2013,2014,Europe,,,,,TUR,Turkey,,BTSX,Both sexes,,1.9,1.85217,,,,,"DHS. 2013 Turkey demographic and health survey. Ankara, Turkey: Hacettepe University Institute of Population Studies, T.R. Ministry of Development and TÜBYTAK, 2014 (and additional analysis).Hacettepe University Institute of Population Studies.. "
275,NUTRITION_WH_2,Prevalence of wasted children aged <5 years   (% weight-for-height <-2 SD),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/302,,,,PUBLISHED,Published,,2018-2019,2018-2019,,EUR,2018,2019,Europe,,,,,TUR,Turkey,,BTSX,Both sexes,,1.7,1.70000,,,,,"DHS-Style. 2018 Turkey Demographic and Health Survey. Hacettepe University Institute of Population Studies, T.R. Presidency of Turkey Directorate of Strategy and Budget and TÜBİTAK, Ankara, Turkey..Hacettepe University Institute of Population Studies. "
276,NUTRITION_WH_3,Prevalence of severely wasted children aged <5 years   (% weight-for-height <-3 SD),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/27,,,,PUBLISHED,Published,,2003-2004,2003-2004,,EUR,2003,2004,Europe,,,,,TUR,Turkey,,BTSX,Both sexes,,0.4,0.39588,,,,,"DHS. Demographic and health survey, 2003.  Ankara, Turkey: Hacettepe University Institute of Population Studies, MoH General Directorate of Mother and Child Health and Family Planning, State Planning Organization and the EU, 2004 (and additional analysis).Hacettepe University Institute of Population Studies, Turkey.. "
277,NUTRITION_WH_3,Prevalence of severely wasted children aged <5 years   (% weight-for-height <-3 SD),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/27,,,,PUBLISHED,Published,,2008,2008,,EUR,2008,2008,Europe,,,,,TUR,Turkey,,BTSX,Both sexes,,0.3,0.32500,,,,,"DHS. Turkey Demographic and Health Survey 2008. Ankara, Turkey: Institute of Population Studies, Hacettepe University (and additional analysis).Hacettepe University Institute of Population Studies, Ministry of Health General Directorate of Mother and Child Health and Family Planning, T.R. Prime Minister Undersecretary of State Planning Organization and TÜBITAK. "
278,NUTRITION_WH_3,Prevalence of severely wasted children aged <5 years   (% weight-for-height <-3 SD),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/27,,,,PUBLISHED,Published,,2013-2014,2013-2014,,EUR,2013,2014,Europe,,,,,TUR,Turkey,,BTSX,Both sexes,,0.5,0.45865,,,,,"DHS. 2013 Turkey demographic and health survey. Ankara, Turkey: Hacettepe University Institute of Population Studies, T.R. Ministry of Development and TÜBYTAK, 2014 (and additional analysis).Hacettepe University Institute of Population Studies.. "
279,WHOSIS_000005,Low-birth-weight newborns (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/76,,,,PUBLISHED,Published,,2008,2008,,EUR,2008,2008,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,11,,,,,,
280,MDG_0000000027,Children aged <5 years stunted (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/72,NLIS_311996,NLIS_311996,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=311996,PUBLISHED,Published,,1998,1998,,EUR,1998,1998,Europe,,,,,TUR,Turkey,,MLE,Male,,19.5,19.50000,,,,,
281,MDG_0000000027,Children aged <5 years stunted (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/72,NLIS_313227,NLIS_313227,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=313227,PUBLISHED,Published,,2013-2014,2013-2014,,EUR,2013,2014,Europe,,,,,TUR,Turkey,,BTSX,Both sexes,,9.5,9.50000,,,,,
282,WHOSIS_000008,Children aged <5 years underweight (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/27,NLIS_311387,NLIS_311387,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=311387,PUBLISHED,Published,,1993,1993,,EUR,1993,1993,Europe,,,,,TUR,Turkey,,MLE,Male,,9.5,9.50000,,,,,
283,WHOSIS_000009,Children aged <5 years overweight (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/74,NLIS_312781,NLIS_312781,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=312781,PUBLISHED,Published,,2003-2004,2003-2004,,EUR,2003,2004,Europe,,,,,TUR,Turkey,,BTSX,Both sexes,,9.1,9.10000,,,,,
284,WHOSIS_000008,Children aged <5 years underweight (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/27,NLIS_311387,NLIS_311387,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=311387,PUBLISHED,Published,,1993,1993,,EUR,1993,1993,Europe,,,,,TUR,Turkey,,FMLE,Female,,7.9,7.90000,,,,,
285,WHOSIS_000008,Children aged <5 years underweight (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/27,NLIS_311996,NLIS_311996,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=311996,PUBLISHED,Published,,1998,1998,,EUR,1998,1998,Europe,,,,,TUR,Turkey,,BTSX,Both sexes,,7.0,7.00000,,,,,
286,WHOSIS_000009,Children aged <5 years overweight (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/74,NLIS_311996,NLIS_311996,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=311996,PUBLISHED,Published,,1998,1998,,EUR,1998,1998,Europe,,,,,TUR,Turkey,,BTSX,Both sexes,,4.0,4.00000,,,,,
287,NUTRITION_564,Children aged <5 years wasted for age (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/302,NLIS_311387,NLIS_311387,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=311387,PUBLISHED,Published,,1993,1993,,EUR,1993,1993,Europe,,,,,TUR,Turkey,,BTSX,Both sexes,,3.8,3.80000,,,,,
288,NUTRITION_564,Children aged <5 years wasted for age (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/302,NLIS_311387,NLIS_311387,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=311387,PUBLISHED,Published,,1993,1993,,EUR,1993,1993,Europe,,,,,TUR,Turkey,,FMLE,Female,,3.6,3.60000,,,,,
289,NUTRITION_564,Children aged <5 years wasted for age (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/302,NLIS_311996,NLIS_311996,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=311996,PUBLISHED,Published,,1998,1998,,EUR,1998,1998,Europe,,,,,TUR,Turkey,,MLE,Male,,3.4,3.40000,,,,,
290,WHOSIS_000008,Children aged <5 years underweight (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/27,NLIS_313227,NLIS_313227,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=313227,PUBLISHED,Published,,2013-2014,2013-2014,,EUR,2013,2014,Europe,,,,,TUR,Turkey,,FMLE,Female,,2.1,2.10000,,,,,
291,WHOSIS_000008,Children aged <5 years underweight (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/27,NLIS_313227,NLIS_313227,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=313227,PUBLISHED,Published,,2013-2014,2013-2014,,EUR,2013,2014,Europe,,,,,TUR,Turkey,,MLE,Male,,1.8,1.80000,,,,,
292,NUTRITION_564,Children aged <5 years wasted for age (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/302,NLIS_313227,NLIS_313227,http://apps.who.int/nutrition/landscape/mddetails.aspx?sourcecode=313227,PUBLISHED,Published,,2013-2014,2013-2014,,EUR,2013,2014,Europe,,,,,TUR,Turkey,,MLE,Male,,1.4,1.40000,,,,,
293,LBW_PREVALENCE,"Low birth weight, prevalence (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/76,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,,,,TUR,Turkey,,,,,12.9 [10.2-16.6],12.90000,10.2,16.6,,,
294,LBW_PREVALENCE,"Low birth weight, prevalence (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/76,,,,PUBLISHED,Published,,2001,2001,,EUR,2001,2001,Europe,,,,,TUR,Turkey,,,,,12.8 [10.0-16.2],12.80000,10.0,16.2,,,
295,LBW_PREVALENCE,"Low birth weight, prevalence (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/76,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,,,,TUR,Turkey,,,,,12.6 [10.0-16.0],12.60000,10.0,16.0,,,
296,LBW_PREVALENCE,"Low birth weight, prevalence (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/76,,,,PUBLISHED,Published,,2003,2003,,EUR,2003,2003,Europe,,,,,TUR,Turkey,,,,,12.5 [9.6-16.0],12.50000,9.6,16.0,,,
297,LBW_NUMBER,Low birth weight (in thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/76,,,,PUBLISHED,Published,,2004,2004,,EUR,2004,2004,Europe,,,,,TUR,Turkey,,,,,164.5 [128.8-211.4],164.50000,128.8,211.4,,,
298,LBW_NUMBER,Low birth weight (in thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/76,,,,PUBLISHED,Published,,2005,2005,,EUR,2005,2005,Europe,,,,,TUR,Turkey,,,,,161.7 [127.0-205.0],161.70000,127.0,205.0,,,
299,LBW_NUMBER,Low birth weight (in thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/76,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,,,,TUR,Turkey,,,,,159.4 [124.9-205.7],159.40000,124.9,205.7,,,
300,LBW_NUMBER,Low birth weight (in thousands),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/76,,,,PUBLISHED,Published,,2007,2007,,EUR,2007,2007,Europe,,,,,TUR,Turkey,,,,,157.4 [122.8-204.1],157.40000,122.8,204.1,,,
301,MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4756,,,,PUBLISHED,Published,,2006,2006,,EUR,2006,2006,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,84,84.00000,,,,,
302,MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4756,,,,PUBLISHED,Published,,2007,2007,,EUR,2007,2007,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,94,94.00000,,,,,
303,MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4756,,,,PUBLISHED,Published,,2008,2008,,EUR,2008,2008,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,92,92.00000,,,,,
304,MCV2,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4756,,,,PUBLISHED,Published,,2009,2009,,EUR,2009,2009,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,88,88.00000,,,,,
305,WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/88,,,,PUBLISHED,Published,,1980,1980,,EUR,1980,1980,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,42,42.00000,,,,,
306,WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/88,,,,PUBLISHED,Published,,1981,1981,,EUR,1981,1981,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,64,64.00000,,,,,
307,WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/88,,,,PUBLISHED,Published,,1982,1982,,EUR,1982,1982,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,58,58.00000,,,,,
308,WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/88,,,,PUBLISHED,Published,,1995,1995,,EUR,1995,1995,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,67,67.00000,,,,,
309,WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/88,,,,PUBLISHED,Published,,1996,1996,,EUR,1996,1996,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,72,72.00000,,,,,
310,WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/88,,,,PUBLISHED,Published,,1997,1997,,EUR,1997,1997,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,79,79.00000,,,,,
311,WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/88,,,,PUBLISHED,Published,,1998,1998,,EUR,1998,1998,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,81,81.00000,,,,,
312,WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/88,,,,PUBLISHED,Published,,2012,2012,,EUR,2012,2012,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,97,97.00000,,,,,
313,WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/88,,,,PUBLISHED,Published,,2013,2013,,EUR,2013,2013,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,98,98.00000,,,,,
314,WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/88,,,,PUBLISHED,Published,,2014,2014,,EUR,2014,2014,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,96,96.00000,,,,,
315,WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/88,,,,PUBLISHED,Published,,2015,2015,,EUR,2015,2015,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,97,97.00000,,,,,
316,WHS4_117,Hepatitis B (HepB3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/95,,,,PUBLISHED,Published,,2012,2012,,EUR,2012,2012,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,97,97.00000,,,,,
317,WHS4_117,Hepatitis B (HepB3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/95,,,,PUBLISHED,Published,,2013,2013,,EUR,2013,2013,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,97,97.00000,,,,,
318,WHS4_117,Hepatitis B (HepB3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/95,,,,PUBLISHED,Published,,2014,2014,,EUR,2014,2014,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,96,96.00000,,,,,
319,WHS4_117,Hepatitis B (HepB3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/95,,,,PUBLISHED,Published,,2015,2015,,EUR,2015,2015,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,97,97.00000,,,,,
320,WHS4_129,Hib (Hib3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/96,,,,PUBLISHED,Published,,2007,2007,,EUR,2007,2007,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,76,76.00000,,,,,
321,WHS4_129,Hib (Hib3) immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/96,,,,PUBLISHED,Published,,2008,2008,,EUR,2008,2008,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,96,96.00000,,,,,
322,WHS4_543,BCG immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2442,,,,PUBLISHED,Published,,1983,1983,,EUR,1983,1983,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,65,65.00000,,,,,
323,WHS4_543,BCG immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2442,,,,PUBLISHED,Published,,1984,1984,,EUR,1984,1984,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,71,71.00000,,,,,
324,WHS4_543,BCG immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2442,,,,PUBLISHED,Published,,1985,1985,,EUR,1985,1985,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,76,76.00000,,,,,
325,WHS4_543,BCG immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2442,,,,PUBLISHED,Published,,1986,1986,,EUR,1986,1986,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,82,82.00000,,,,,
326,WHS4_543,BCG immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2442,,,,PUBLISHED,Published,,1999,1999,,EUR,1999,1999,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,93,93.00000,,,,,
327,WHS4_543,BCG immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2442,,,,PUBLISHED,Published,,2000,2000,,EUR,2000,2000,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,96,96.00000,,,,,
328,WHS4_543,BCG immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2442,,,,PUBLISHED,Published,,2001,2001,,EUR,2001,2001,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,95,95.00000,,,,,
329,WHS4_543,BCG immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2442,,,,PUBLISHED,Published,,2002,2002,,EUR,2002,2002,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,89,89.00000,,,,,
330,WHS4_543,BCG immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2442,,,,PUBLISHED,Published,,2003,2003,,EUR,2003,2003,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,88,88.00000,,,,,
331,WHS4_543,BCG immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2442,,,,PUBLISHED,Published,,2016,2016,,EUR,2016,2016,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,96,96.00000,,,,,
332,WHS4_543,BCG immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2442,,,,PUBLISHED,Published,,2017,2017,,EUR,2017,2017,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,93,93.00000,,,,,
333,WHS4_543,BCG immunization coverage among 1-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2442,,,,PUBLISHED,Published,,2018,2018,,EUR,2018,2018,Europe,,WB_UMI,Upper-middle-income,,TUR,Turkey,,,,,96,96.00000,,,,,
