index,GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),WORLDBANKINCOMEGROUP (CODE),STARTYEAR,ENDYEAR,WORLDBANKINCOMEGROUP (DISPLAY),WORLDBANKINCOMEGROUP (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),ENVCAUSE (CODE),ENVCAUSE (DISPLAY),ENVCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
243,SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2010,2010,,EUR,Europe,,,2010,2010,,,TUR,Turkey,,,,,MLE,Male,,,,,,,,47.0,47.00000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
244,SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2013,2013,,EUR,Europe,,,2013,2013,,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,30.8,30.80000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
245,SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2013,2013,,EUR,Europe,,,2013,2013,,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,16.5,16.50000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
246,SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2013,2013,,EUR,Europe,,,2013,2013,,,TUR,Turkey,,,,,MLE,Male,,,,,,,,45.1,45.10000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
247,SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2014,2014,,EUR,Europe,,,2014,2014,,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,30.4,30.40000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
248,SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2014,2014,,EUR,Europe,,,2014,2014,,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,16.6,16.60000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
249,SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2014,2014,,EUR,Europe,,,2014,2014,,,TUR,Turkey,,,,,MLE,Male,,,,,,,,44.2,44.20000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
250,SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2015,2015,,EUR,Europe,,,2015,2015,,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,30.1,30.10000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
251,SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2015,2015,,EUR,Europe,,,2015,2015,,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,16.7,16.70000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
252,SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2015,2015,,EUR,Europe,,,2015,2015,,,TUR,Turkey,,,,,MLE,Male,,,,,,,,43.4,43.40000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
253,SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,29.8,29.80000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
254,SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,16.8,16.80000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
255,SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,MLE,Male,,,,,,,,42.7,42.70000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
256,SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2017,2017,,EUR,Europe,,,2017,2017,,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,29.5,29.50000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
257,SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2017,2017,,EUR,Europe,,,2017,2017,,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,16.9,16.90000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
258,SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2017,2017,,EUR,Europe,,,2017,2017,,,TUR,Turkey,,,,,MLE,Male,,,,,,,,42.0,42.00000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
259,SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2018,2018,,EUR,Europe,,,2018,2018,,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,29.3,29.30000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
260,SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2018,2018,,EUR,Europe,,,2018,2018,,,TUR,Turkey,,,,,FMLE,Female,,,,,,,,17.0,17.00000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
261,SDGTOBACCO,Prevalence of current tobacco use among persons aged 15 years and older (age-standardized rate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5562,PUBLISHED,Published,,2018,2018,,EUR,Europe,,,2018,2018,,,TUR,Turkey,,,,,MLE,Male,,,,,,,,41.5,41.50000,,,,,"Estimate refers to smoking only, but expected to be similar to all tobacco use"
262,SDGPOLLUTINGFUELS,Proportion of population with primary reliance on clean fuels and technologies (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4673,PUBLISHED,Published,,2018,2018,,EUR,Europe,,,2018,2018,,,TUR,Turkey,,,,,,,,,,,,,,95,95.00000,,,,,
263,SDGPOLLUTINGFUELS,Proportion of population with primary reliance on clean fuels and technologies (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4673,PUBLISHED,Published,,2017,2017,,EUR,Europe,,,2017,2017,,,TUR,Turkey,,,,,,,,,,,,,,95,95.00000,,,,,
264,SDGPOLLUTINGFUELS,Proportion of population with primary reliance on clean fuels and technologies (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4673,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,,,,,,,,,,95,95.00000,,,,,
265,SDGPOLLUTINGFUELS,Proportion of population with primary reliance on clean fuels and technologies (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4673,PUBLISHED,Published,,2015,2015,,EUR,Europe,,,2015,2015,,,TUR,Turkey,,,,,,,,,,,,,,95,95.00000,,,,,
266,SDGPOLLUTINGFUELS,Proportion of population with primary reliance on clean fuels and technologies (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4673,PUBLISHED,Published,,2014,2014,,EUR,Europe,,,2014,2014,,,TUR,Turkey,,,,,,,,,,,,,,95,95.00000,,,,,
267,SDGPOLLUTINGFUELS,Proportion of population with primary reliance on clean fuels and technologies (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4673,PUBLISHED,Published,,2013,2013,,EUR,Europe,,,2013,2013,,,TUR,Turkey,,,,,,,,,,,,,,95,95.00000,,,,,
268,SDGPOLLUTINGFUELS,Proportion of population with primary reliance on clean fuels and technologies (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4673,PUBLISHED,Published,,2012,2012,,EUR,Europe,,,2012,2012,,,TUR,Turkey,,,,,,,,,,,,,,95,95.00000,,,,,
269,SDGPOLLUTINGFUELS,Proportion of population with primary reliance on clean fuels and technologies (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4673,PUBLISHED,Published,,2011,2011,,EUR,Europe,,,2011,2011,,,TUR,Turkey,,,,,,,,,,,,,,95,95.00000,,,,,
270,SDGPOLLUTINGFUELS,Proportion of population with primary reliance on clean fuels and technologies (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4673,PUBLISHED,Published,,2010,2010,,EUR,Europe,,,2010,2010,,,TUR,Turkey,,,,,,,,,,,,,,95,95.00000,,,,,
271,SDGPOLLUTINGFUELS,Proportion of population with primary reliance on clean fuels and technologies (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4673,PUBLISHED,Published,,2009,2009,,EUR,Europe,,,2009,2009,,,TUR,Turkey,,,,,,,,,,,,,,95,95.00000,,,,,
272,SDGPOLLUTINGFUELS,Proportion of population with primary reliance on clean fuels and technologies (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4673,PUBLISHED,Published,,2008,2008,,EUR,Europe,,,2008,2008,,,TUR,Turkey,,,,,,,,,,,,,,95,95.00000,,,,,
273,SDGPOLLUTINGFUELS,Proportion of population with primary reliance on clean fuels and technologies (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4673,PUBLISHED,Published,,2007,2007,,EUR,Europe,,,2007,2007,,,TUR,Turkey,,,,,,,,,,,,,,95,95.00000,,,,,
274,SDGPOLLUTINGFUELS,Proportion of population with primary reliance on clean fuels and technologies (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4673,PUBLISHED,Published,,2006,2006,,EUR,Europe,,,2006,2006,,,TUR,Turkey,,,,,,,,,,,,,,95,95.00000,,,,,
275,SDGPOLLUTINGFUELS,Proportion of population with primary reliance on clean fuels and technologies (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4673,PUBLISHED,Published,,2005,2005,,EUR,Europe,,,2005,2005,,,TUR,Turkey,,,,,,,,,,,,,,95,95.00000,,,,,
276,SDGPOLLUTINGFUELS,Proportion of population with primary reliance on clean fuels and technologies (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4673,PUBLISHED,Published,,2004,2004,,EUR,Europe,,,2004,2004,,,TUR,Turkey,,,,,,,,,,,,,,95,95.00000,,,,,
277,SDGPOLLUTINGFUELS,Proportion of population with primary reliance on clean fuels and technologies (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4673,PUBLISHED,Published,,2003,2003,,EUR,Europe,,,2003,2003,,,TUR,Turkey,,,,,,,,,,,,,,94,94.00000,,,,,
278,SDGPOLLUTINGFUELS,Proportion of population with primary reliance on clean fuels and technologies (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4673,PUBLISHED,Published,,2002,2002,,EUR,Europe,,,2002,2002,,,TUR,Turkey,,,,,,,,,,,,,,94,94.00000,,,,,
279,SDGPOLLUTINGFUELS,Proportion of population with primary reliance on clean fuels and technologies (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4673,PUBLISHED,Published,,2001,2001,,EUR,Europe,,,2001,2001,,,TUR,Turkey,,,,,,,,,,,,,,94,94.00000,,,,,
280,SDGPOLLUTINGFUELS,Proportion of population with primary reliance on clean fuels and technologies (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4673,PUBLISHED,Published,,2000,2000,,EUR,Europe,,,2000,2000,,,TUR,Turkey,,,,,,,,,,,,,,94,94.00000,,,,,
281,MDG_0000000025,Births attended by skilled health personnel (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/25,PUBLISHED,Published,,2018,2018,,EUR,Europe,,,2018,2018,,,TUR,Turkey,,,,,,,,,,,,,,98,98.00000,,,,,Health Statistics Yearbook 2018 Newsletter; 2019. Includes institutional births that occurred at a health facility
282,MDG_0000000025,Births attended by skilled health personnel (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/25,PUBLISHED,Published,,2017,2017,,EUR,Europe,,,2017,2017,,,TUR,Turkey,,,,,,,,,,,,,,98,98.00000,,,,,Country consultation 2019. Definition includes other cadres that is not in alignment with the standard definition
283,MDG_0000000025,Births attended by skilled health personnel (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/25,PUBLISHED,Published,,2015,2015,,EUR,Europe,,,2015,2015,,,TUR,Turkey,,,,,,,,,,,,,,99,99.00000,,,,,Country consultation 2019. Definition includes other cadres that is not in alignment with the standard definition
284,MDG_0000000025,Births attended by skilled health personnel (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/25,PUBLISHED,Published,,2015,2015,,EUR,Europe,,,2015,2015,,,TUR,Turkey,,,,,,,,,,,,,,98,98.00000,,,,,Country consultation 2019. Definition includes other cadres that is not in alignment with the standard definition
285,MDG_0000000025,Births attended by skilled health personnel (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/25,PUBLISHED,Published,,2014,2014,,EUR,Europe,,,2014,2014,,,TUR,Turkey,,,,,,,,,,,,,,97,97.40000,,,,,Survey for years 2013-2014. DHS 2013. Definition includes other cadres that is not in alignment with the standard definition
286,MDG_0000000025,Births attended by skilled health personnel (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/25,PUBLISHED,Published,,2008,2008,,EUR,Europe,,,2008,2008,,,TUR,Turkey,,,,,,,,,,,,,,91,91.30000,,,,,DHS 2008.
287,SDGIHR2018,"Average of 13 International Health Regulations core capacity scores, SPAR version",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5338,PUBLISHED,Published,,2019,2019,,EUR,Europe,,,2019,2019,,,TUR,Turkey,,,,,,,,,,,,,,77,77.00000,,,,,
288,SDGNTDTREATMENT,Reported number of people requiring interventions against NTDs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4671,PUBLISHED,Published,,2018,2018,,EUR,Europe,,,2018,2018,,,TUR,Turkey,,,,,,,,,,,,,,0,0.00000,,,,,
289,SDGNTDTREATMENT,Reported number of people requiring interventions against NTDs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4671,PUBLISHED,Published,,2017,2017,,EUR,Europe,,,2017,2017,,,TUR,Turkey,,,,,,,,,,,,,,0,0.00000,,,,,
290,SDGNTDTREATMENT,Reported number of people requiring interventions against NTDs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4671,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,,,,,,,,,,1497,1497.00000,,,,,
291,SDGNTDTREATMENT,Reported number of people requiring interventions against NTDs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4671,PUBLISHED,Published,,2015,2015,,EUR,Europe,,,2015,2015,,,TUR,Turkey,,,,,,,,,,,,,,2009,2009.00000,,,,,
292,SDGNTDTREATMENT,Reported number of people requiring interventions against NTDs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4671,PUBLISHED,Published,,2014,2014,,EUR,Europe,,,2014,2014,,,TUR,Turkey,,,,,,,,,,,,,,1700,1700.00000,,,,,
293,SDGNTDTREATMENT,Reported number of people requiring interventions against NTDs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4671,PUBLISHED,Published,,2013,2013,,EUR,Europe,,,2013,2013,,,TUR,Turkey,,,,,,,,,,,,,,2305,2305.00000,,,,,
294,SDGNTDTREATMENT,Reported number of people requiring interventions against NTDs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4671,PUBLISHED,Published,,2012,2012,,EUR,Europe,,,2012,2012,,,TUR,Turkey,,,,,,,,,,,,,,1912,1912.00000,,,,,
295,SDGNTDTREATMENT,Reported number of people requiring interventions against NTDs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4671,PUBLISHED,Published,,2011,2011,,EUR,Europe,,,2011,2011,,,TUR,Turkey,,,,,,,,,,,,,,1 450 427,1450427.00000,,,,,
296,SDGNTDTREATMENT,Reported number of people requiring interventions against NTDs,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4671,PUBLISHED,Published,,2010,2010,,EUR,Europe,,,2010,2010,,,TUR,Turkey,,,,,,,,,,,,,,1 456 801,1456801.00000,,,,,
297,MDG_0000000003,Adolescent birth rate (per 1000 women aged 15-19 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4669,PUBLISHED,Published,,2001,2001,,EUR,Europe,,,2001,2001,,,TUR,Turkey,,,,,,,,,,,,,,51.0,51.00000,,,,,Turkey 2003 Demographic and Health Survey
298,MDG_0000000003,Adolescent birth rate (per 1000 women aged 15-19 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4669,PUBLISHED,Published,,2002,2002,,EUR,Europe,,,2002,2002,,,TUR,Turkey,,,,,,,,,,,,,,46.2,46.20000,,,,,Turkey 2003 Demographic and Health Survey
299,MDG_0000000003,Adolescent birth rate (per 1000 women aged 15-19 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4669,PUBLISHED,Published,,2003,2003,,EUR,Europe,,,2003,2003,,,TUR,Turkey,,,,,,,,,,,,,,40.0,40.00000,,,,,Registration National Statistics
300,MDG_0000000003,Adolescent birth rate (per 1000 women aged 15-19 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4669,PUBLISHED,Published,,2004,2004,,EUR,Europe,,,2004,2004,,,TUR,Turkey,,,,,,,,,,,,,,40.0,40.00000,,,,,Registration National Statistics
301,MDG_0000000003,Adolescent birth rate (per 1000 women aged 15-19 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4669,PUBLISHED,Published,,2005,2005,,EUR,Europe,,,2005,2005,,,TUR,Turkey,,,,,,,,,,,,,,41.0,41.00000,,,,,Registration National Statistics
302,MDG_0000000003,Adolescent birth rate (per 1000 women aged 15-19 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4669,PUBLISHED,Published,,2006,2006,,EUR,Europe,,,2006,2006,,,TUR,Turkey,,,,,,,,,,,,,,38.0,38.00000,,,,,Turkey 2008 Demographic and Health Survey
303,MDG_0000000003,Adolescent birth rate (per 1000 women aged 15-19 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4669,PUBLISHED,Published,,2007,2007,,EUR,Europe,,,2007,2007,,,TUR,Turkey,,,,,,,,,,,,,,37.7,37.70000,,,,,Registration National Statistics (Eurostat)
304,MDG_0000000003,Adolescent birth rate (per 1000 women aged 15-19 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4669,PUBLISHED,Published,,2008,2008,,EUR,Europe,,,2008,2008,,,TUR,Turkey,,,,,,,,,,,,,,35.9,35.90000,,,,,Registration National Statistics (Eurostat)
305,MDG_0000000003,Adolescent birth rate (per 1000 women aged 15-19 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4669,PUBLISHED,Published,,2009,2009,,EUR,Europe,,,2009,2009,,,TUR,Turkey,,,,,,,,,,,,,,36.8,36.80000,,,,,Registration National Statistics (Eurostat)
306,MDG_0000000003,Adolescent birth rate (per 1000 women aged 15-19 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4669,PUBLISHED,Published,,2010,2010,,EUR,Europe,,,2010,2010,,,TUR,Turkey,,,,,,,,,,,,,,32.0,32.00000,,,,,Registration National Statistics (Eurostat)
307,MDG_0000000003,Adolescent birth rate (per 1000 women aged 15-19 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4669,PUBLISHED,Published,,2011,2011,,EUR,Europe,,,2011,2011,,,TUR,Turkey,,,,,,,,,,,,,,30.8,30.80000,,,,,Registration UNSD & WPP2019
308,MDG_0000000003,Adolescent birth rate (per 1000 women aged 15-19 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4669,PUBLISHED,Published,,2012,2012,,EUR,Europe,,,2012,2012,,,TUR,Turkey,,,,,,,,,,,,,,29.6,29.60000,,,,,Registration National Statistics (Eurostat)
309,MDG_0000000003,Adolescent birth rate (per 1000 women aged 15-19 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4669,PUBLISHED,Published,,2013,2013,,EUR,Europe,,,2013,2013,,,TUR,Turkey,,,,,,,,,,,,,,28.0,28.00000,,,,,Registration National Statistics (Eurostat)
310,MDG_0000000003,Adolescent birth rate (per 1000 women aged 15-19 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4669,PUBLISHED,Published,,2014,2014,,EUR,Europe,,,2014,2014,,,TUR,Turkey,,,,,,,,,,,,,,26.9,26.90000,,,,,Registration National Statistics (Eurostat)
311,MDG_0000000003,Adolescent birth rate (per 1000 women aged 15-19 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4669,PUBLISHED,Published,,2015,2015,,EUR,Europe,,,2015,2015,,,TUR,Turkey,,,,,,,,,,,,,,24.9,24.90000,,,,,Registration National Statistics (Eurostat)
312,MDG_0000000003,Adolescent birth rate (per 1000 women aged 15-19 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4669,PUBLISHED,Published,,2016,2016,,EUR,Europe,,,2016,2016,,,TUR,Turkey,,,,,,,,,,,,,,22.9,22.90000,,,,,Registration UNSD & WPP2019
313,MDG_0000000003,Adolescent birth rate (per 1000 women aged 15-19 years),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4669,PUBLISHED,Published,,2017,2017,,EUR,Europe,,,2017,2017,,,TUR,Turkey,,,,,,,,,,,,,,20.9,20.90000,,,,,Registration UNSD & WPP2019
314,SDGFPALL,Women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4988,PUBLISHED,Published,,2018,2018,,EUR,Europe,,,2018,2018,,,TUR,Turkey,,,,,,,,,,,,,,60.1,60.07371,,,,,Turkey 2018 Demographic and Health Survey. The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union.
315,SDGFPALL,Women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4988,PUBLISHED,Published,,2008,2008,,EUR,Europe,,,2008,2008,,,TUR,Turkey,,,,,,,,,,,,,,56.5,56.46349,,,,,Turkey 2008 Demographic and Health Survey. The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union.
316,SDGFPALL,Women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4988,PUBLISHED,Published,,2004,2004,,EUR,Europe,,,2004,2004,,,TUR,Turkey,,,,,,,,,,,,,,53.6,53.62297,,,,,Turkey 2003 Demographic and Health Survey. The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union.
317,SDGFPALL,Women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4988,PUBLISHED,Published,,2014,2014,,EUR,Europe,,,2014,2014,,,TUR,Turkey,,,,,,,,,,,,,,56,55.99903,,,,,Turkey 2013 Demographic and Health Survey. The global indicator represents all women of reproductive age. This survey estimate represents women who are married or in a union.
318,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1990,1990,,EUR,Europe,,,1990,1990,,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,No data,,,,,,
319,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1991,1991,,EUR,Europe,,,1991,1991,,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,No data,,,,,,
320,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1992,1992,,EUR,Europe,,,1992,1992,,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,No data,,,,,,
321,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1993,1993,,EUR,Europe,,,1993,1993,,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,No data,,,,,,
322,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1994,1994,,EUR,Europe,,,1994,1994,,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,No data,,,,,,
323,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1995,1995,,EUR,Europe,,,1995,1995,,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,No data,,,,,,
324,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1996,1996,,EUR,Europe,,,1996,1996,,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,No data,,,,,,
325,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1997,1997,,EUR,Europe,,,1997,1997,,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,No data,,,,,,
326,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1998,1998,,EUR,Europe,,,1998,1998,,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,No data,,,,,,
327,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,1999,1999,,EUR,Europe,,,1999,1999,,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,No data,,,,,,
328,SDGHIV,New HIV infections (per 1000 uninfected population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4752,PUBLISHED,Published,,2000,2000,,EUR,Europe,,,2000,2000,,,TUR,Turkey,,,,,BTSX,Both sexes,,,,,,,,No data,,,,,,
